 0.100000E-02   0.291953E+01   0.517898E+01   0.000000E+00
 0.200000E-02   0.305523E+01   0.659895E+01   0.000000E+00
 0.300000E-02   0.288494E+01   0.636968E+01   0.000000E+00
 0.400000E-02   0.273443E+01   0.610366E+01   0.000000E+00
 0.500000E-02   0.265797E+01   0.612314E+01   0.000000E+00
 0.600000E-02   0.259529E+01   0.615349E+01   0.000000E+00
 0.700000E-02   0.251779E+01   0.606665E+01   0.000000E+00
 0.800000E-02   0.244463E+01   0.596820E+01   0.000000E+00
 0.900000E-02   0.238846E+01   0.592739E+01   0.000000E+00
 0.100000E-01   0.233832E+01   0.589363E+01   0.000000E+00
 0.110000E-01   0.228486E+01   0.582537E+01   0.000000E+00
 0.120000E-01   0.223315E+01   0.575089E+01   0.000000E+00
 0.130000E-01   0.218850E+01   0.569812E+01   0.000000E+00
 0.140000E-01   0.214710E+01   0.565009E+01   0.000000E+00
 0.150000E-01   0.210478E+01   0.558718E+01   0.000000E+00
 0.160000E-01   0.206342E+01   0.552053E+01   0.000000E+00
 0.170000E-01   0.202569E+01   0.546427E+01   0.000000E+00
 0.180000E-01   0.199006E+01   0.541119E+01   0.000000E+00
 0.190000E-01   0.195419E+01   0.535061E+01   0.000000E+00
 0.200000E-01   0.191894E+01   0.528748E+01   0.000000E+00
 0.210000E-01   0.188583E+01   0.523014E+01   0.000000E+00
 0.220000E-01   0.185419E+01   0.517492E+01   0.000000E+00
 0.230000E-01   0.182257E+01   0.511559E+01   0.000000E+00
 0.240000E-01   0.179141E+01   0.505449E+01   0.000000E+00
 0.250000E-01   0.176161E+01   0.499667E+01   0.000000E+00
 0.260000E-01   0.173288E+01   0.494058E+01   0.000000E+00
 0.270000E-01   0.170431E+01   0.488198E+01   0.000000E+00
 0.280000E-01   0.167607E+01   0.482210E+01   0.000000E+00
 0.290000E-01   0.164876E+01   0.476431E+01   0.000000E+00
 0.300000E-01   0.162231E+01   0.470791E+01   0.000000E+00
 0.310000E-01   0.159603E+01   0.464988E+01   0.000000E+00
 0.320000E-01   0.156998E+01   0.459085E+01   0.000000E+00
 0.330000E-01   0.154462E+01   0.453317E+01   0.000000E+00
 0.340000E-01   0.151992E+01   0.447661E+01   0.000000E+00
 0.350000E-01   0.149545E+01   0.441906E+01   0.000000E+00
 0.360000E-01   0.147115E+01   0.436068E+01   0.000000E+00
 0.370000E-01   0.144740E+01   0.430325E+01   0.000000E+00
 0.380000E-01   0.142413E+01   0.424665E+01   0.000000E+00
 0.390000E-01   0.140110E+01   0.418947E+01   0.000000E+00
 0.400000E-01   0.137823E+01   0.413160E+01   0.000000E+00
